,PRECTOT,QV2M,PS,TS,KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN
13078,0.0,0.003614,98.95,14.29,0.65,3.94,6.86
13079,0.0,0.003737,98.9,13.52,0.65,3.94,6.86
13080,0.0,0.00393,98.95,13.89,0.65,3.96,6.72
13081,0.0,0.003885,98.9,12.77,0.65,3.96,6.72
13082,0.0,0.004137,99.2,13.83,0.65,3.93,6.79
13083,0.0,0.004238,99.16,13.02,0.65,3.93,6.79
13084,0.0,0.003754,99.19,13.1,0.63,3.78,6.93
13085,0.0,0.003811,99.14,12.62,0.63,3.78,6.93
13086,0.0,0.0033090000000000003,99.14,13.9,0.66,3.97,7.36
13087,0.0,0.003603,99.07,13.48,0.66,3.97,7.36
13088,0.0,0.003274,99.07,14.42,0.66,3.93,6.99
13089,0.0,0.003606,99.01,14.08,0.66,3.93,6.99
13090,0.0,0.003507,98.86,15.17,0.64,3.81,6.73
13091,0.0,0.003957,98.8,14.78,0.64,3.81,6.73
13092,0.0,0.004204,98.89,15.62,0.66,3.9,6.89
13093,0.0,0.004661,98.83,15.41,0.66,3.9,6.89
13094,0.0,0.004957,99.04,16.14,0.65,3.83,7.12
13095,0.0,0.005218,98.99,15.76,0.65,3.83,7.12
13096,0.0,0.004292,99.02,16.3,0.66,3.9,7.07
13097,0.0,0.004497999999999999,98.95,15.93,0.66,3.9,7.07
13098,0.0,0.004217,98.99,16.35,0.67,3.92,7.26
13099,0.0,0.004372,98.92,15.71,0.67,3.92,7.26
13100,0.0,0.005235,99.03,16.98,0.65,3.8,8.11
13101,0.0,0.005478,98.99,16.1,0.65,3.8,8.11
13102,0.0,0.00689,98.9,17.6,0.55,3.18,8.4
13103,0.02,0.00747,98.87,16.78,0.55,3.18,8.4
13104,0.0,0.007441,98.99,16.67,0.62,3.61,7.62
13105,0.01,0.0078010000000000015,98.97,16.37,0.62,3.61,7.62
13106,0.0,0.007737000000000002,99.09,16.29,0.63,3.65,7.71
13107,0.0,0.008014,99.06,16.23,0.63,3.65,7.71
13108,0.56,0.008226,99.11,17.38,0.44,2.56,8.56
13109,0.89,0.008297,99.07,17.22,0.44,2.56,8.56
13110,0.82,0.008773,99.1,19.38,0.54,3.14,8.29
13111,1.22,0.008731000000000001,99.07,18.67,0.54,3.14,8.29
13112,0.64,0.008740000000000001,99.05,19.57,0.65,3.75,8.47
13113,0.74,0.0089,99.02,18.49,0.65,3.75,8.47
13114,11.11,0.008453,98.89,18.56,0.36,2.07,9.21
13115,11.33,0.009008,98.85,17.98,0.36,2.07,9.21
13116,4.8,0.008084000000000001,98.93,16.51,0.28,1.6,8.42
13117,4.68,0.008525,98.87,16.58,0.28,1.6,8.42
13118,0.0,0.005783,99.11,14.78,0.49,2.8,7.28
13119,0.0,0.006479,99.05,15.1,0.49,2.8,7.28
13120,0.0,0.005312,99.22,13.54,0.36,2.09,7.47
13121,0.0,0.0057,99.15,13.37,0.36,2.09,7.47
13122,0.0,0.004856,99.42,13.24,0.42,2.41,7.58
13123,0.0,0.00517,99.36,13.03,0.42,2.41,7.58
13124,0.0,0.005518,99.52,13.16,0.38,2.19,7.41
13125,0.0,0.005586,99.46,13.09,0.38,2.19,7.41
13126,0.0,0.005947999999999999,99.5,13.31,0.43,2.45,7.14
13127,0.0,0.005759,99.44,12.99,0.43,2.45,7.14
13128,0.0,0.005097,99.44,12.92,0.24,1.37,7.45
13129,0.0,0.004876,99.39,12.72,0.24,1.37,7.45
13130,0.0,0.005051,99.37,12.6,0.39,2.26,7.44
13131,0.0,0.004983,99.33,12.03,0.39,2.26,7.44
13132,0.0,0.004796,99.39,12.04,0.36,2.09,7.11
13133,0.0,0.004896,99.33,11.78,0.36,2.09,7.11
13134,0.0,0.004133,99.29,11.81,0.59,3.41,6.87
13135,0.0,0.00414,99.23,11.53,0.59,3.41,6.87
13136,0.22,0.004227000000000001,99.16,12.55,0.36,2.09,7.24
13137,0.07,0.004226,99.12,12.22,0.36,2.09,7.24
13138,2.89,0.006084,99.3,10.48,0.21,1.23,7.75
13139,2.74,0.005563,99.25,10.72,0.21,1.23,7.75
13140,0.0,0.005474000000000001,99.61,10.11,0.43,2.45,7.2
13141,0.0,0.005403,99.54,9.88,0.43,2.45,7.2
13142,0.0,0.003632,99.64,10.62,0.66,3.78,6.63
13143,0.0,0.003649,99.57,10.21,0.66,3.78,6.63
13144,0.0,0.003409,99.61,11.56,0.43,2.51,7.45
13145,0.0,0.0033450000000000003,99.55,11.2,0.43,2.51,7.45
13146,0.0,0.003658,99.37,12.27,0.22,1.25,7.47
13147,0.0,0.003525,99.32,11.84,0.22,1.25,7.47
13148,0.0,0.004268,99.2,11.47,0.37,2.16,7.02
13149,0.0,0.004142,99.17,11.02,0.37,2.16,7.02
13150,0.0,0.004487,99.29,11.9,0.48,2.82,6.88
13151,0.0,0.004362,99.25,11.51,0.48,2.82,6.88
13152,0.0,0.004213000000000001,99.38,11.37,0.49,2.88,6.94
13153,0.0,0.004121,99.34,10.89,0.49,2.88,6.94
13154,0.0,0.00368,99.47,9.93,0.51,2.96,7.49
13155,0.0,0.00364,99.41,9.63,0.51,2.96,7.49
13156,0.0,0.003497,99.48,11.07,0.36,2.11,7.68
13157,0.0,0.003585,99.44,10.55,0.36,2.11,7.68
13158,0.0,0.00352,99.52,10.54,0.46,2.72,6.95
13159,0.0,0.003588,99.47,10.39,0.46,2.72,6.95
13160,0.0,0.004075,99.46,11.72,0.69,4.07,6.52
13161,0.0,0.004212,99.39,11.81,0.69,4.07,6.52
13162,0.0,0.003687,99.58,11.66,0.64,3.8,6.74
13163,0.0,0.003723,99.5,11.6,0.64,3.8,6.74
13164,0.0,0.003808,99.43,13.37,0.62,3.68,7.1
13165,0.0,0.003845,99.35,12.98,0.62,3.68,7.1
13166,0.0,0.004337,99.42,14.41,0.71,4.24,7.04
13167,0.0,0.004614,99.36,13.95,0.71,4.24,7.04
13168,0.0,0.005075,99.29,15.29,0.7,4.2,7.47
13169,0.0,0.005273,99.23,15.0,0.7,4.2,7.47
13170,0.0,0.005164,99.1,15.59,0.71,4.26,7.29
13171,0.0,0.005274,99.05,15.01,0.71,4.26,7.29
13172,0.0,0.005701,98.91,15.64,0.67,4.05,7.48
13173,0.0,0.005864,98.87,14.88,0.67,4.05,7.48
13174,0.0,0.00527,98.74,15.14,0.51,3.09,7.55
13175,0.0,0.005248,98.68,14.74,0.51,3.09,7.55
13176,0.0,0.004732,98.87,16.0,0.67,4.12,7.72
13177,0.0,0.0048920000000000005,98.81,15.58,0.67,4.12,7.72
13178,0.0,0.005764,99.07,13.39,0.32,1.94,8.23
13179,0.0,0.006014,99.02,13.25,0.32,1.94,8.23
13180,0.0,0.006406,98.68,15.84,0.55,3.38,8.05
13181,0.03,0.006686,98.66,15.36,0.55,3.38,8.05
13182,0.14,0.006046,98.86,13.64,0.4,2.5,7.82
13183,0.34,0.006573999999999999,98.81,13.33,0.4,2.5,7.82
13184,0.0,0.005204,98.88,12.53,0.25,1.57,8.06
13185,0.0,0.00542,98.81,12.33,0.25,1.57,8.06
13186,0.02,0.004883,98.88,13.13,0.37,2.35,8.3
13187,0.03,0.005072,98.84,12.72,0.37,2.35,8.3
13188,4.99,0.007034,98.76,12.91,0.21,1.33,8.15
13189,6.36,0.006939,98.73,12.18,0.21,1.33,8.15
13190,3.96,0.007824,98.76,13.24,0.56,3.59,8.03
13191,6.08,0.007751000000000002,98.73,12.46,0.56,3.59,8.03
13192,1.14,0.008020999999999999,98.81,13.47,0.31,1.95,7.95
13193,3.05,0.008112999999999999,98.76,13.44,0.31,1.95,7.95
13194,0.0,0.005152,99.09,12.53,0.5,3.21,7.47
13195,0.02,0.005399,99.03,12.41,0.5,3.21,7.47
13196,0.0,0.004698,99.06,12.29,0.63,4.08,7.32
13197,0.0,0.0047350000000000005,98.99,12.01,0.63,4.08,7.32
13198,0.0,0.004232,99.11,12.2,0.69,4.49,6.62
13199,0.0,0.00441,99.05,11.99,0.69,4.49,6.62
13200,0.0,0.004025,99.16,11.74,0.77,5.02,6.24
13201,0.0,0.004267,99.1,11.58,0.77,5.02,6.24
13202,0.0,0.0041600000000000005,98.99,11.41,0.5,3.3,6.83
13203,0.0,0.004286,98.94,10.74,0.5,3.3,6.83
13204,0.0,0.0043950000000000005,98.88,12.6,0.76,5.02,6.98
13205,0.0,0.004425,98.84,12.16,0.76,5.02,6.98
13206,3.59,0.005742000000000001,98.73,12.61,0.11,0.71,8.18
13207,4.64,0.005928,98.71,11.91,0.11,0.71,8.18
13208,1.36,0.006278,98.84,12.48,0.39,2.61,7.83
13209,2.68,0.006657,98.81,11.48,0.39,2.61,7.83
13210,0.23,0.005479,99.13,11.6,0.45,3.06,7.11
13211,0.19,0.005651,99.07,11.38,0.45,3.06,7.11
13212,0.0,0.003786,99.17,11.8,0.76,5.17,6.18
13213,0.0,0.003934,99.1,11.69,0.76,5.17,6.18
13214,0.0,0.003161,99.04,12.06,0.75,5.14,6.3
13215,0.0,0.003337,98.96,11.53,0.75,5.14,6.3
13216,0.0,0.003041,98.81,12.79,0.76,5.24,6.31
13217,0.0,0.003305,98.74,12.08,0.76,5.24,6.31
13218,0.0,0.00331,98.91,12.94,0.74,5.18,6.51
13219,0.0,0.003489,98.85,12.35,0.74,5.18,6.51
13220,0.0,0.003274,99.1,13.19,0.65,4.58,6.52
13221,0.0,0.003498,99.02,12.93,0.65,4.58,6.52
13222,0.0,0.003015,99.3,13.61,0.75,5.27,6.55
13223,0.0,0.003406,99.23,12.92,0.75,5.27,6.55
13224,0.0,0.003201,99.32,14.65,0.74,5.24,7.24
13225,0.0,0.003511,99.27,14.0,0.74,5.24,7.24
13226,0.0,0.003832,98.99,15.9,0.75,5.37,7.39
13227,0.01,0.004235,98.95,15.55,0.75,5.37,7.39
13228,0.07,0.00546,99.19,16.42,0.72,5.17,7.63
13229,0.15,0.005697,99.15,15.7,0.72,5.17,7.63
13230,0.0,0.005496,99.33,16.18,0.69,5.01,7.25
13231,0.0,0.005838,99.28,15.98,0.69,5.01,7.25
13232,0.0,0.005374,99.37,16.7,0.68,4.94,7.26
13233,0.0,0.00541,99.31,16.26,0.68,4.94,7.26
13234,0.0,0.004439,99.33,17.04,0.71,5.19,6.88
13235,0.0,0.004637,99.28,16.35,0.71,5.19,6.88
13236,0.0,0.003967,99.15,16.7,0.74,5.45,6.72
13237,0.0,0.00415,99.1,16.26,0.74,5.45,6.72
13238,0.0,0.00419,98.93,16.97,0.7,5.21,7.07
13239,0.0,0.004456,98.86,16.37,0.7,5.21,7.07
13240,0.0,0.004386999999999999,99.02,18.02,0.76,5.68,8.1
13241,0.0,0.00461,98.97,17.17,0.76,5.68,8.1
13242,0.0,0.004514,98.84,19.39,0.67,5.06,8.5
13243,0.0,0.0049,98.81,18.63,0.67,5.06,8.5
13244,0.0,0.005108,98.44,19.38,0.72,5.48,8.04
13245,0.0,0.005633,98.41,18.85,0.72,5.48,8.04
13246,0.0,0.0052840000000000005,98.6,18.9,0.69,5.28,7.77
13247,0.0,0.005701,98.56,18.48,0.69,5.28,7.77
13248,0.0,0.003952000000000001,98.85,18.56,0.72,5.59,7.3
13249,0.0,0.004168,98.79,18.14,0.72,5.59,7.3
13250,0.0,0.003975,99.0,19.16,0.73,5.71,7.31
13251,0.0,0.004289,98.94,18.53,0.73,5.71,7.31
13252,0.0,0.004698,98.86,20.81,0.74,5.77,7.34
13253,0.0,0.004925,98.79,20.46,0.74,5.77,7.34
13254,0.0,0.004141,98.72,20.63,0.76,5.99,7.51
13255,0.0,0.004333,98.65,19.74,0.76,5.99,7.51
13256,0.0,0.003435,98.86,21.24,0.72,5.73,8.24
13257,0.0,0.003806,98.79,20.18,0.72,5.73,8.24
13258,0.0,0.003744,98.79,21.92,0.71,5.69,7.96
13259,0.0,0.004102000000000001,98.72,20.67,0.71,5.69,7.96
13260,0.0,0.004161,98.59,21.98,0.73,5.9,7.9
13261,0.0,0.004497999999999999,98.54,20.6,0.73,5.9,7.9
13262,0.0,0.004141,98.4,23.1,0.74,6.03,8.03
13263,0.0,0.004672,98.36,21.72,0.74,6.03,8.03
13264,0.0,0.0042060000000000005,98.41,23.75,0.74,6.05,7.83
13265,0.0,0.004788000000000001,98.36,22.87,0.74,6.05,7.83
13266,0.0,0.003964,98.67,22.34,0.73,6.03,7.71
13267,0.0,0.00426,98.61,21.37,0.73,6.03,7.71
13268,0.0,0.003064,98.71,21.39,0.75,6.21,7.22
13269,0.0,0.003461,98.65,20.38,0.75,6.21,7.22
13270,0.0,0.00265,98.67,21.13,0.76,6.29,7.21
13271,0.0,0.0032450000000000005,98.59,20.47,0.76,6.29,7.21
13272,0.0,0.002622,98.6,21.73,0.77,6.48,7.1
13273,0.0,0.0032450000000000005,98.53,20.77,0.77,6.48,7.1
13274,0.0,0.002426,98.68,21.35,0.76,6.44,7.28
13275,0.0,0.003061,98.62,20.28,0.76,6.44,7.28
13276,0.0,0.002817,98.59,22.07,0.76,6.46,7.42
13277,0.0,0.003378,98.53,21.11,0.76,6.46,7.42
13278,0.0,0.003394,98.63,22.47,0.76,6.5,7.72
13279,0.0,0.003859000000000001,98.55,21.68,0.76,6.5,7.72
13280,0.0,0.002782,98.72,23.43,0.77,6.6,7.6
13281,0.0,0.003207,98.65,22.5,0.77,6.6,7.6
13282,0.0,0.003255,99.21,22.74,0.75,6.46,7.74
13283,0.0,0.003701,99.18,21.89,0.75,6.46,7.74
13284,0.0,0.005252000000000001,99.22,23.46,0.75,6.49,8.18
13285,0.0,0.005539,99.19,22.84,0.75,6.49,8.18
13286,0.0,0.005369,98.73,24.7,0.76,6.61,8.14
13287,0.0,0.005602,98.69,24.09,0.76,6.61,8.14
13288,0.0,0.00505,98.58,26.09,0.75,6.62,8.4
13289,0.0,0.005555,98.55,25.12,0.75,6.62,8.4
13290,0.0,0.005340999999999999,98.73,26.2,0.75,6.68,8.09
13291,0.0,0.005675,98.68,25.36,0.75,6.68,8.09
13292,0.0,0.004959000000000001,98.72,27.27,0.75,6.64,8.17
13293,0.0,0.005357,98.66,26.23,0.75,6.64,8.17
13294,0.0,0.004705,98.69,27.79,0.75,6.73,8.25
13295,0.0,0.005152,98.63,26.82,0.75,6.73,8.25
13296,0.0,0.004291,98.53,28.51,0.76,6.87,8.05
13297,0.0,0.004712,98.46,27.71,0.76,6.87,8.05
13298,0.0,0.003535,98.3,29.38,0.76,6.92,8.33
13299,0.0,0.004018,98.22,28.61,0.76,6.92,8.33
13300,0.0,0.002794,98.33,29.31,0.77,7.0,8.38
13301,0.0,0.00328,98.26,28.53,0.77,7.0,8.38
13302,0.0,0.002964,98.41,29.54,0.77,7.05,8.33
13303,0.0,0.003283,98.35,28.82,0.77,7.05,8.33
13304,0.0,0.004368,98.27,30.01,0.74,6.86,8.27
13305,0.0,0.004536999999999999,98.2,29.49,0.74,6.86,8.27
13306,0.0,0.00336,97.94,29.46,0.78,7.2,8.07
13307,0.0,0.0033200000000000005,97.86,29.05,0.78,7.2,8.07
13308,0.0,0.00373,97.99,30.34,0.77,7.15,8.22
13309,0.0,0.003582,97.93,29.69,0.77,7.15,8.22
13310,0.0,0.004135,97.91,31.96,0.74,6.95,8.56
13311,0.0,0.004186,97.87,31.57,0.74,6.95,8.56
13312,0.0,0.003644,97.98,31.32,0.69,6.53,8.37
13313,0.0,0.00371,97.94,30.76,0.69,6.53,8.37
13314,0.0,0.002699,97.97,28.16,0.77,7.3,7.79
13315,0.0,0.002837,97.9,27.85,0.77,7.3,7.79
13316,0.0,0.001644,98.12,26.95,0.76,7.2,7.69
13317,0.0,0.001678,98.07,26.2,0.76,7.2,7.69
13318,0.0,0.001981,98.27,27.56,0.78,7.45,7.72
13319,0.0,0.002048,98.23,27.06,0.78,7.45,7.72
13320,0.0,0.002636,98.52,27.92,0.78,7.48,7.84
13321,0.0,0.002664,98.47,27.96,0.78,7.48,7.84
13322,0.0,0.00274,98.55,27.24,0.78,7.51,8.22
13323,0.0,0.002827,98.48,27.24,0.78,7.51,8.22
13324,0.0,0.00271,98.36,28.86,0.7,6.82,7.77
13325,0.0,0.002733,98.28,28.6,0.7,6.82,7.77
13326,0.0,0.002089,98.35,28.87,0.77,7.54,7.68
13327,0.0,0.002216,98.29,28.33,0.77,7.54,7.68
13328,0.0,0.002233,98.35,29.67,0.78,7.62,8.05
13329,0.0,0.002343,98.29,28.95,0.78,7.62,8.05
13330,0.0,0.00257,98.47,27.45,0.67,6.57,9.0
13331,0.0,0.0027140000000000003,98.42,26.69,0.67,6.57,9.0
13332,0.0,0.004006,98.45,30.35,0.68,6.67,8.61
13333,0.0,0.003915999999999999,98.39,30.12,0.68,6.67,8.61
13334,0.0,0.004963,98.38,32.1,0.68,6.71,8.33
13335,0.0,0.004635,98.32,31.75,0.68,6.71,8.33
13336,0.0,0.003719,98.48,31.78,0.67,6.67,8.9
13337,0.0,0.003635,98.42,31.28,0.67,6.67,8.9
13338,0.0,0.004762,98.23,32.61,0.64,6.39,8.81
13339,0.0,0.004593,98.16,32.01,0.64,6.39,8.81
13340,0.0,0.004773,98.06,32.78,0.58,5.86,8.6
13341,0.0,0.004576,98.0,32.18,0.58,5.86,8.6
13342,0.0,0.004132,98.05,32.58,0.59,5.99,9.11
13343,0.0,0.004329,97.99,32.56,0.59,5.99,9.11
13344,0.0,0.004873,97.96,33.96,0.55,5.53,9.11
13345,0.0,0.004772,97.9,33.8,0.55,5.53,9.11
13346,0.03,0.005388,97.84,34.76,0.52,5.27,9.58
13347,0.14,0.005405,97.79,34.11,0.52,5.27,9.58
13348,1.86,0.005521,98.0,34.52,0.53,5.35,8.99
13349,2.0,0.005654,97.95,33.92,0.53,5.35,8.99
13350,0.0,0.003364,98.07,34.32,0.59,6.06,8.17
13351,0.0,0.003046,98.01,33.95,0.59,6.06,8.17
13352,0.0,0.003032,97.92,33.69,0.62,6.39,8.25
13353,0.0,0.002794,97.84,33.28,0.62,6.39,8.25
13354,0.0,0.003494,97.67,34.64,0.54,5.53,8.73
13355,0.0,0.003432,97.6,34.3,0.54,5.53,8.73
13356,0.0,0.003913000000000001,97.56,34.19,0.65,6.7,8.54
13357,0.0,0.003839,97.47,33.93,0.65,6.7,8.54
13358,0.0,0.003668,97.56,34.68,0.61,6.31,9.59
13359,0.0,0.003442,97.48,34.55,0.61,6.31,9.59
13360,0.0,0.004124,97.55,35.31,0.59,6.17,9.69
13361,0.0,0.003961,97.47,34.87,0.59,6.17,9.69
13362,0.0,0.00466,97.54,35.1,0.55,5.75,9.34
13363,0.0,0.00462,97.46,34.67,0.55,5.75,9.34
13364,0.0,0.0051340000000000005,97.64,34.28,0.53,5.59,8.55
13365,0.0,0.005464,97.56,34.21,0.53,5.59,8.55
13366,0.0,0.004153,97.87,34.86,0.53,5.57,8.58
13367,0.0,0.00442,97.8,34.68,0.53,5.57,8.58
13368,0.0,0.005472,98.23,33.84,0.57,5.99,9.38
13369,0.0,0.005536,98.19,33.41,0.57,5.99,9.38
13370,0.06,0.007749,98.02,35.9,0.54,5.65,9.91
13371,0.03,0.007937999999999999,97.98,35.54,0.54,5.65,9.91
13372,6.97,0.006138,97.74,35.73,0.51,5.35,9.9
13373,6.46,0.006053,97.69,35.58,0.51,5.35,9.9
13374,8.53,0.008740000000000001,98.01,30.44,0.62,6.63,9.02
13375,9.67,0.009118,97.96,30.74,0.62,6.63,9.02
13376,6.94,0.008929000000000001,98.18,29.6,0.63,6.71,8.78
13377,8.13,0.009085,98.15,29.28,0.63,6.71,8.78
13378,0.24,0.008457,98.23,31.11,0.69,7.34,8.54
13379,0.21,0.008368,98.19,31.08,0.69,7.34,8.54
13380,0.0,0.008471,98.28,31.97,0.69,7.41,8.94
13381,0.0,0.008509000000000001,98.24,31.91,0.69,7.41,8.94
13382,0.0,0.008367,98.12,33.21,0.65,6.95,9.3
13383,0.0,0.008397,98.07,32.92,0.65,6.95,9.3
13384,0.52,0.008033,97.78,33.78,0.59,6.31,9.83
13385,0.88,0.008712000000000001,97.73,33.04,0.59,6.31,9.83
13386,16.75,0.009107,97.61,34.01,0.57,6.12,9.45
13387,14.33,0.009493,97.58,32.91,0.57,6.12,9.45
13388,26.3,0.014027,97.68,29.74,0.31,3.4,9.9
13389,32.07,0.013900999999999998,97.66,28.71,0.31,3.4,9.9
13390,0.0,0.010211,98.23,28.43,0.66,7.14,9.38
13391,0.0,0.010233,98.19,28.06,0.66,7.14,9.38
13392,0.0,0.007347,98.4,28.14,0.59,6.38,8.28
13393,0.0,0.007209,98.35,27.61,0.59,6.38,8.28
13394,0.0,0.006961,98.28,28.61,0.62,6.74,9.03
13395,0.0,0.006788,98.21,28.19,0.62,6.74,9.03
13396,0.0,0.007847,98.13,30.75,0.62,6.79,8.4
13397,0.0,0.007691,98.08,30.39,0.62,6.79,8.4
13398,0.0,0.007140000000000001,98.05,31.47,0.66,7.21,8.34
13399,0.0,0.006555,98.01,30.86,0.66,7.21,8.34
13400,0.0,0.0062640000000000005,98.0,32.1,0.69,7.58,8.53
13401,0.0,0.006494,97.94,31.89,0.69,7.58,8.53
13402,0.0,0.006125,98.04,32.5,0.68,7.42,9.27
13403,0.0,0.0061,98.0,32.28,0.68,7.42,9.27
13404,0.0,0.01064,97.9,34.18,0.6,6.57,9.94
13405,0.0,0.009716,97.86,33.32,0.6,6.57,9.94
13406,0.0,0.009757,97.85,33.12,0.69,7.55,10.08
13407,0.0,0.009423,97.78,33.02,0.69,7.55,10.08
13408,0.0,0.008328,97.71,34.27,0.67,7.45,9.06
13409,0.0,0.008374,97.64,34.19,0.67,7.45,9.06
13410,0.0,0.007303,97.61,34.79,0.66,7.33,9.65
13411,0.0,0.007164,97.54,34.34,0.66,7.33,9.65
13412,0.69,0.012379,97.47,35.81,0.3,3.35,10.34
13413,0.17,0.012097,97.37,35.67,0.3,3.35,10.34
13414,0.02,0.012905000000000002,97.3,37.01,0.59,6.52,9.72
13415,0.01,0.012927,97.21,36.85,0.59,6.52,9.72
13416,0.0,0.011605,97.3,38.14,0.61,6.77,9.43
13417,0.0,0.011174,97.22,37.51,0.61,6.77,9.43
13418,0.0,0.011456,97.31,38.75,0.64,7.1,9.73
13419,0.0,0.011018,97.25,37.92,0.64,7.1,9.73
13420,0.0,0.011737,97.42,38.89,0.61,6.75,10.56
13421,0.0,0.011841,97.35,38.49,0.61,6.75,10.56
13422,0.0,0.008172,97.43,38.49,0.67,7.44,9.73
13423,0.0,0.008562,97.36,37.99,0.67,7.44,9.73
13424,0.0,0.006462999999999999,97.21,37.73,0.62,6.97,9.48
13425,0.0,0.0067150000000000005,97.13,37.12,0.62,6.97,9.48
13426,0.0,0.006495,96.85,37.13,0.6,6.68,10.0
13427,0.0,0.006642,96.77,36.52,0.6,6.68,10.0
13428,0.0,0.009284,96.95,38.34,0.65,7.3,9.84
13429,0.0,0.00926,96.87,37.24,0.65,7.3,9.84
13430,0.0,0.009264,97.07,38.26,0.69,7.7,9.39
13431,0.0,0.009321,96.99,37.3,0.69,7.7,9.39
13432,0.0,0.008236,97.04,38.7,0.59,6.62,9.81
13433,0.0,0.008268000000000001,96.97,37.82,0.59,6.62,9.81
13434,0.99,0.010094,97.17,38.4,0.62,6.92,10.97
13435,4.31,0.011065,97.13,36.76,0.62,6.92,10.97
13436,1.14,0.010386,97.65,36.41,0.64,7.2,10.56
13437,1.74,0.010937,97.64,34.71,0.64,7.2,10.56
13438,0.05,0.00943,97.69,37.32,0.54,6.08,10.1
13439,0.0,0.009439,97.66,35.96,0.54,6.08,10.1
13440,3.34,0.010766,97.82,37.04,0.65,7.34,9.88
13441,4.62,0.011198,97.77,35.33,0.65,7.34,9.88
13442,0.37,0.010852,97.93,38.09,0.42,4.75,10.34
13443,0.45,0.011167,97.89,36.65,0.42,4.75,10.34
13444,3.96,0.010739,98.07,36.7,0.56,6.38,9.57
13445,5.0,0.010889,98.04,35.13,0.56,6.38,9.57
13446,0.0,0.010055,97.86,36.53,0.57,6.47,9.31
13447,0.0,0.010059,97.81,35.34,0.57,6.47,9.31
13448,0.0,0.007976,97.74,38.2,0.56,6.37,9.34
13449,0.0,0.00837,97.7,37.03,0.56,6.37,9.34
13450,0.0,0.008075,97.69,39.86,0.56,6.32,9.42
13451,0.0,0.008851999999999999,97.64,38.8,0.56,6.32,9.42
13452,0.0,0.007243,97.72,40.32,0.53,6.06,9.44
13453,0.0,0.008025,97.66,39.58,0.53,6.06,9.44
13454,0.05,0.008108,97.71,40.66,0.58,6.63,10.32
13455,0.16,0.008456,97.66,39.7,0.58,6.63,10.32
13456,0.0,0.00688,97.5,39.59,0.56,6.34,10.18
13457,0.0,0.007039,97.46,38.94,0.56,6.34,10.18
13458,0.7,0.007287,97.4,39.26,0.58,6.58,10.61
13459,0.84,0.007547,97.34,38.55,0.58,6.58,10.61
13460,2.17,0.007712,97.57,39.74,0.54,6.09,10.32
13461,1.99,0.00792,97.52,38.82,0.54,6.09,10.32
13462,5.1,0.009371,97.52,37.08,0.47,5.34,10.32
13463,5.23,0.00971,97.47,36.5,0.47,5.34,10.32
13464,1.93,0.010878,97.6,38.08,0.59,6.75,10.07
13465,3.13,0.011414,97.56,36.9,0.59,6.75,10.07
13466,1.88,0.011929,97.65,38.59,0.49,5.61,10.21
13467,2.0,0.012214,97.61,37.43,0.49,5.61,10.21
13468,1.58,0.012356,97.85,36.63,0.14,1.64,10.17
13469,2.5,0.012557,97.78,36.04,0.14,1.64,10.17
13470,0.01,0.011506,97.73,37.7,0.64,7.26,9.79
13471,0.02,0.011874,97.68,37.25,0.64,7.26,9.79
13472,0.0,0.01001,97.66,39.42,0.56,6.33,9.72
13473,0.03,0.01035,97.62,38.98,0.56,6.33,9.72
13474,0.0,0.009435,97.63,40.23,0.54,6.1,9.84
13475,0.0,0.009168,97.58,39.86,0.54,6.1,9.84
13476,1.17,0.012243,97.53,40.8,0.64,7.32,10.02
13477,4.26,0.012634,97.51,39.21,0.64,7.32,10.02
13478,0.02,0.013789,97.43,39.4,0.58,6.59,10.38
13479,0.02,0.013895,97.4,38.6,0.58,6.59,10.38
13480,0.2,0.014815,97.37,36.52,0.54,6.15,10.81
13481,0.05,0.014741999999999996,97.33,36.91,0.54,6.15,10.81
13482,1.81,0.015527,97.14,37.04,0.45,5.11,10.44
13483,2.29,0.014968,97.11,37.9,0.45,5.11,10.44
13484,2.55,0.016553000000000002,96.95,36.41,0.65,7.37,10.21
13485,8.38,0.016849,96.91,35.73,0.65,7.37,10.21
13486,22.31,0.019279,97.06,32.49,0.48,5.44,10.52
13487,26.97,0.019421,97.01,31.69,0.48,5.44,10.52
13488,21.24,0.020231,97.04,32.31,0.48,5.44,10.57
13489,18.45,0.020136,96.98,31.73,0.48,5.44,10.57
13490,0.79,0.017477,97.05,35.88,0.52,5.88,10.14
13491,1.73,0.017877,96.99,34.8,0.52,5.88,10.14
13492,0.5,0.016579,97.23,37.14,0.53,6.02,9.93
13493,0.46,0.016687999999999998,97.15,36.77,0.53,6.02,9.93
13494,0.08,0.015065,97.34,37.8,0.48,5.48,10.81
13495,0.31,0.015128999999999997,97.26,37.03,0.48,5.48,10.81
13496,0.0,0.014939,97.25,35.61,0.58,6.56,10.19
13497,0.01,0.015003,97.17,35.18,0.58,6.56,10.19
13498,3.59,0.015947,97.36,34.46,0.55,6.25,10.37
13499,4.85,0.016017,97.28,34.1,0.55,6.25,10.37
13500,0.11,0.015772,97.58,36.06,0.43,4.95,10.16
13501,0.55,0.015647,97.52,35.69,0.43,4.95,10.16
13502,1.49,0.015764,97.6,35.19,0.57,6.53,10.16
13503,0.59,0.015844,97.53,35.34,0.57,6.53,10.16
13504,0.0,0.015024,97.6,36.4,0.57,6.53,9.88
13505,0.0,0.014733,97.53,36.35,0.57,6.53,9.88
